1473000 -5864
1474000 4287
1475000 2368
1476000 2306
1477000 -982
1478000 1556
1479000 3673
1480000 -14798
1481000 27
1482000 1214
1483000 8377
1484000 8283
1485000 -914
1486000 -7055
1487000 -11254
1488000 4033
1489000 -5985
1490000 1917
1491000 6663
1492000 0
1493000 -2699
1494000 -5908
1495000 -2879
1496000 1084
1497000 -2111
1498000 2845
1499000 8114
1500000 1441
1501000 -8157
1502000 -7059
1503000 -4756
1504000 4978
1505000 1022
1506000 8401
1507000 -445
1508000 -2297
1509000 -3958
1510000 -4682
1511000 1237
1512000 8879
1513000 6627
1514000 10435
1515000 -466
1516000 -380
1517000 1162
1518000 1305
1519000 -884
1520000 3122
1521000 -742
1522000 2281
1523000 -1412
1524000 6245
1525000 1129
1526000 -150
1527000 4317
1528000 826
1529000 5867
1530000 686
1531000 -5637
1532000 920
1533000 -877
1534000 8032
1535000 -3699
1536000 5447
1537000 13004
1538000 -132
1539000 -7062
1540000 6918
1541000 -732
1542000 -11713
1543000 -613
1544000 7537
1545000 3689
1546000 -74
1547000 1333
1548000 1902
1549000 -914
1550000 -13193
1551000 -5352
1552000 4191
1553000 199
1554000 594
1555000 -2386
1556000 -1090
1557000 -15956
1558000 12791
1559000 -5751
1560000 -11066
1561000 -3922
1562000 1001
1563000 960
1564000 1861
1565000 1708
1566000 859
1567000 639
1568000 -1838
1569000 -6406
1570000 3272
1571000 -1153
1572000 -1285
1573000 5031
1574000 4556
1575000 5656
1576000 6470
1577000 2368
1578000 5209
1579000 -13452
1580000 407
1581000 8162
1582000 2034
1583000 7019
1584000 -798
1585000 -3224
1586000 2617
1587000 -8384
1588000 -14475
1589000 8703
1590000 7180
1591000 6526
1592000 5871
1593000 4478
1594000 -783
1595000 1872
1596000 1328
1597000 -3372
1598000 73
1599000 -5835
1600000 -6408
1601000 -5984
1602000 -8207
1603000 7336
1604000 -13594
1605000 -4703
1606000 -7971
1607000 -2987
1608000 2268
1609000 -468
1610000 -2605
1611000 -2332
1612000 5103
1613000 3961
1614000 -5238
1615000 -7921
1616000 965
1617000 -5825
1618000 -9050
1619000 -10509
1620000 4816
1621000 -3192
1622000 -5641
1623000 -4416
1624000 15204
1625000 -2862
1626000 -10330
1627000 -7128
1628000 2330
1629000 -1881
1630000 -10595
1631000 3293
1632000 2155
1633000 4117
1634000 2119
1635000 10458
1636000 2919
1637000 2008
1638000 -5381
1639000 -962
1640000 -5462
1641000 -3262
1642000 -11293
1643000 -747
1644000 -5723
1645000 -4072
1646000 11983
1647000 15208
1648000 -10318
1649000 -4461
1650000 -2551
1651000 -633
1652000 666
1653000 -1944
1654000 -868
1655000 5436
1656000 7721
1657000 -13448
1658000 -3754
1659000 -462
1660000 1905
1661000 -1702
1662000 -1814
1663000 2017
1664000 -213
1665000 -6059
1666000 6620
1667000 5649
1668000 6812
1669000 -9050
1670000 70
1671000 3292
1672000 11346
1673000 -1496
1674000 7070
1675000 2956
1676000 2959
1677000 -3451
1678000 5620
1679000 -327
1680000 5589
1681000 -4161
1682000 -428
1683000 -3081
1684000 -539
1685000 349
1686000 765
1687000 -3476
1688000 -1335
1689000 2285
1690000 -1325
1691000 -8623
1692000 -7896
1693000 -12173
1694000 7016
1695000 -2766
1696000 -844
1697000 2790
